population,short.description,year,group,total,total.low.CI,total.high.CI,male,male.low.CI,male.high.CI,female,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
adults,Daily smokers,2013,75+,3.7,2.4,5.5,3.7,1.9,6.4,3.7,1.9,6.2,10000,6000,15000
adults,Daily smokers,2013,Maori,37.8,35.5,40.1,37.2,33.4,41.2,38.2,35.3,41.3,175000,164000,186000
adults,Daily smokers,2013,Pacific,22.9,18.7,27.6,26,19.4,33.8,19.9,15.5,25.1,43000,35000,52000
adults,Daily smokers,2013,Asian,7,5.3,9.1,11.9,9.1,15.5,2.2,1.1,3.8,29000,22000,38000
adults,Daily smokers,2013,European/Other,13.7,12.8,14.8,14.8,13.3,16.4,12.8,11.7,13.9,378000,351000,406000
adults,Daily smokers,2013,Quintile 1,6.1,4.6,8,7.4,5.3,10.3,4.8,3.2,7,44000,33000,58000
adults,Daily smokers,2013,Quintile 2,10.4,8.9,12.1,12.2,9.9,15,8.6,6.6,11.1,76000,65000,88000
adults,Daily smokers,2013,Quintile 3,14.4,12.3,16.8,17.4,13.9,21.7,11.5,9.8,13.5,106000,91000,124000
adults,Daily smokers,2013,Quintile 4,19.3,17.6,21.2,20.4,18.2,22.8,18.3,16.3,20.5,137000,125000,150000
adults,Daily smokers,2013,Quintile 5,29.4,27.2,31.8,30.1,27,33.5,28.8,25.9,31.9,199000,184000,215000
adults,Daily smokers,2014,Total,15,14.2,15.8,16.1,15,17.3,13.9,13,14.8,546000,518000,576000
adults,Daily smokers,2014,15-17,5.8,3.8,8.6,6.4,3.5,11.3,5.2,3.2,8.3,11000,7000,17000
adults,Daily smokers,2014,18-24,20.2,17.4,23.3,22,17.6,27,18.2,14.9,22,92000,80000,106000
adults,Daily smokers,2014,15-24,15.9,14,18,17.5,14.4,21.2,14.1,11.9,16.8,103000,91000,117000
adults,Daily smokers,2014,25-34,20.3,18.1,22.8,22.9,19.3,27,17.9,15.4,20.7,120000,107000,134000
adults,Daily smokers,2014,35-44,16.7,15.2,18.3,18.5,16.1,21.1,15.1,13.2,17.1,97000,89000,107000
adults,Daily smokers,2014,45-54,18.1,16,20.3,18.3,15.3,21.8,17.8,15.3,20.7,114000,101000,128000
adults,Daily smokers,2014,55-64,13.6,11.8,15.7,13.3,10.8,16.4,13.9,11.8,16.4,73000,63000,84000
adults,Daily smokers,2014,65-74,7.9,6.6,9.5,8.5,6.5,11,7.4,5.6,9.6,31000,25000,37000
adults,Daily smokers,2014,75+,3.1,2.1,4.3,2.7,1.6,4.3,3.3,2.1,5.1,9000,6000,12000
adults,Daily smokers,2014,Maori,35.5,32.8,38.2,30.5,26.8,34.5,40,36.6,43.4,168000,156000,181000
adults,Daily smokers,2014,Pacific,22.4,19.3,25.9,24.6,19.8,30.1,20.6,16.8,25,45000,39000,52000
adults,Daily smokers,2014,Asian,5.9,4.4,7.9,9.9,6.8,14,2,1.1,3.3,26000,19000,34000
adults,Daily smokers,2014,European/Other,13.4,12.4,14.4,15,13.7,16.4,11.9,10.8,13.1,376000,349000,405000
adults,Daily smokers,2014,Quintile 1,8.3,6.6,10.2,9.1,6.8,12.2,7.3,5.6,9.6,61000,49000,76000
adults,Daily smokers,2014,Quintile 2,9.3,8,10.7,10.2,8.1,12.8,8.3,6.7,10.4,68000,58000,79000
adults,Daily smokers,2014,Quintile 3,13.9,12.3,15.6,16,13.5,18.9,11.9,9.9,14.1,104000,92000,117000
adults,Daily smokers,2014,Quintile 4,18.6,16.7,20.7,22,19,25.4,15.6,13.3,18.2,136000,122000,151000
adults,Daily smokers,2014,Quintile 5,25.4,23.1,27.8,24.3,21.2,27.7,26.4,23.9,29.1,178000,162000,195000
adults,Daily smokers,2015,Total,14.2,13.5,15,15.6,14.6,16.7,12.9,12,13.9,532000,504000,561000
adults,Daily smokers,2015,15-17,5.2,3.6,7.5,3.9,2,6.8,6.7,4.2,10.4,10000,7000,15000
adults,Daily smokers,2015,18-24,19.1,16.4,22,23.4,18.9,28.6,14.4,11.4,18,89000,76000,103000
adults,Daily smokers,2015,15-24,14.9,13,17,17.6,14.6,21,12.1,9.8,14.8,99000,86000,113000
adults,Daily smokers,2015,25-34,19.3,17.4,21.4,20.2,17.5,23.3,18.4,15.8,21.2,120000,108000,133000
adults,Daily smokers,2015,35-44,15.5,13.7,17.5,17.5,14.8,20.6,13.7,11.9,15.8,90000,80000,102000
adults,Daily smokers,2015,45-54,16.1,14.3,18.2,17.3,14.9,20.1,15,12.8,17.5,102000,91000,115000
adults,Daily smokers,2015,55-64,13.3,11.8,15,15.1,12.7,17.8,11.7,9.7,14,73000,64000,82000
adults,Daily smokers,2015,65-74,8.8,7.3,10.7,7.8,5.9,10.2,9.9,7.5,12.9,35000,29000,43000
adults,Daily smokers,2015,75+,4.1,2.5,6.3,3.7,1.8,6.7,4.4,2.6,7.1,12000,7000,18000
adults,Daily smokers,2015,Maori,35.5,32.7,38.4,34.3,30.2,38.7,36.5,33.2,40,172000,158000,186000
adults,Daily smokers,2015,Pacific,22.7,19.1,26.8,24,18.6,30.5,21.6,17.1,26.9,51000,42000,60000
adults,Daily smokers,2015,Asian,7.5,6,9.4,13.1,10.3,16.6,1.4,0.6,2.6,34000,27000,42000
adults,Daily smokers,2015,European/Other,12.5,11.7,13.4,13.6,12.5,14.7,11.4,10.4,12.6,360000,336000,385000
adults,Daily smokers,2015,Quintile 1,6.2,4.6,8.3,8.4,5.9,11.9,3.9,2.8,5.3,46000,34000,62000
adults,Daily smokers,2015,Quintile 2,9.8,8.3,11.6,11.3,9.2,14,8.3,6.5,10.5,74000,63000,88000
adults,Daily smokers,2015,Quintile 3,12.9,11.5,14.4,14.7,12.4,17.2,11.1,9.4,13,99000,88000,111000
adults,Daily smokers,2015,Quintile 4,17.3,15.4,19.3,18.4,16.1,20.9,16.4,14.1,18.9,131000,117000,147000
adults,Daily smokers,2015,Quintile 5,25.6,23.5,27.9,26.4,23.3,29.8,24.9,22.6,27.3,182000,167000,198000
adults,Daily smokers,2016,Total,13.8,13.1,14.6,15.1,14,16.3,12.6,11.7,13.6,529000,502000,557000
adults,Daily smokers,2016,15-17,3.2,1.9,5.1,3,1.2,6.1,3.5,1.5,6.8,6000,4000,10000
adults,Daily smokers,2016,18-24,16.3,13.8,19,16.2,12.8,20.2,16.4,13.2,20.1,78000,66000,91000
adults,Daily smokers,2016,15-24,12.5,10.7,14.5,12.4,10,15.3,12.6,10.3,15.2,84000,72000,97000
adults,Daily smokers,2016,25-34,18.6,16.5,20.9,22.9,19.3,26.9,14.3,12.1,16.9,123000,109000,138000
adults,Daily smokers,2016,35-44,17.9,16,19.9,19,16,22.3,16.8,14.4,19.6,104000,93000,115000
adults,Daily smokers,2016,45-54,16.6,14.8,18.6,17.6,14.7,21,15.6,13.5,18,106000,94000,118000
adults,Daily smokers,2016,55-64,12.9,11.5,14.5,12.9,10.8,15.4,12.9,10.9,15.2,73000,65000,82000
adults,Daily smokers,2016,65-74,7.1,6,8.4,7.9,6.3,9.8,6.4,4.9,8.4,29000,25000,35000
adults,Daily smokers,2016,75+,3.6,2.6,4.9,4.4,2.7,6.6,3,2,4.4,11000,8000,15000
adults,Daily smokers,2016,Maori,32.5,30.2,34.8,29.1,25.8,32.7,35.5,32.5,38.7,160000,149000,172000
adults,Daily smokers,2016,Pacific,21.8,18.5,25.4,25.4,20.7,30.8,18.4,14.2,23.4,51000,43000,60000
adults,Daily smokers,2016,Asian,6.5,4.9,8.5,10.3,7.7,13.7,2.1,1,4,32000,24000,41000
adults,Daily smokers,2016,European/Other,12.4,11.6,13.2,13.6,12.4,14.9,11.3,10.2,12.4,363000,339000,388000
adults,Daily smokers,2016,Quintile 1,6.7,5.2,8.5,7.3,5.2,10.1,6.1,4.2,8.7,51000,40000,65000
adults,Daily smokers,2016,Quintile 2,8.8,7.3,10.5,10.5,8.2,13.4,6.9,5.4,8.9,68000,56000,82000
adults,Daily smokers,2016,Quintile 3,12.3,10.8,13.9,14.5,12.2,17.2,10.2,8.6,12.1,96000,84000,109000
adults,Daily smokers,2016,Quintile 4,17.6,15.7,19.6,19.9,17.1,23.1,15.3,13.1,17.7,137000,122000,153000
adults,Daily smokers,2016,Quintile 5,24.4,22.3,26.6,24.3,21.3,27.6,24.4,21.7,27.3,177000,162000,194000
adults,Only visit dental health care worker for problems,2011,Total,54.4,52.7,56.1,55.6,53.4,57.7,53.3,51.3,55.3,1751000,1696000,1806000
adults,Only visit dental health care worker for problems,2011,15-17,17.2,13.2,22.2,16.8,11.7,23.6,17.6,12.2,24.9,33000,25000,43000
adults,Only visit dental health care worker for problems,2011,18-24,61.9,57.5,66.1,55.9,50.2,61.3,68.1,62.8,72.9,267000,248000,285000
adults,Only visit dental health care worker for problems,2011,15-24,48.1,44.6,51.6,43.7,39.3,48.2,52.6,48.5,56.7,3.00E+05,278000,322000
adults,Only visit dental health care worker for problems,2011,25-34,67.6,64.6,70.5,68.9,64.3,73.1,66.4,62.4,70.2,367000,350000,383000
adults,Only visit dental health care worker for problems,2011,35-44,60.9,58.2,63.5,64,59.7,68.2,58.1,54.6,61.5,367000,351000,383000
adults,Only visit dental health care worker for problems,2011,45-54,52.4,49.2,55.6,54.5,49.6,59.3,50.4,46.4,54.3,312000,293000,331000
adults,Only visit dental health care worker for problems,2011,55-64,46.9,43.3,50.6,49.7,45.1,54.3,44.1,39.1,49.3,206000,190000,222000
adults,Only visit dental health care worker for problems,2011,65-74,48.4,44.3,52.6,51.8,46.1,57.4,45,39.8,50.2,126000,116000,137000
adults,Only visit dental health care worker for problems,2011,75+,47.4,42.5,52.3,54.6,47.3,61.6,41.4,34.9,48.3,73000,65000,81000
adults,Only visit dental health care worker for problems,2011,Maori,72.9,69.4,76.2,73.4,68.2,78,72.5,68.7,76,299000,285000,313000
adults,Only visit dental health care worker for problems,2011,Pacific,78,74.2,81.5,74.9,67.8,80.9,80.6,75.1,85.1,152000,145000,159000
adults,Only visit dental health care worker for problems,2011,Asian,65.9,61.2,70.3,68.3,63.2,73,63.8,57.2,69.9,238000,222000,254000
adults,Only visit dental health care worker for problems,2011,European/Other,48.8,46.8,50.9,50.6,48.1,53.2,47.1,44.6,49.6,1228000,1177000,1280000
adults,Only visit dental health care worker for problems,2011,Quintile 1,37.2,33.3,41.4,39.7,34.9,44.7,34.7,29.2,40.5,256000,229000,285000
adults,Only visit dental health care worker for problems,2011,Quintile 2,44.9,40.8,49.1,45.6,39.2,52.1,44.3,40.2,48.4,303000,275000,331000
adults,Only visit dental health care worker for problems,2011,Quintile 3,56.2,51.9,60.5,61.2,56.3,65.8,51.5,46,57,360000,332000,387000
adults,Only visit dental health care worker for problems,2011,Quintile 4,63.5,59.7,67.1,63.4,58.9,67.7,63.6,59.2,67.7,399000,375000,422000
adults,Only visit dental health care worker for problems,2011,Quintile 5,73.6,71.2,75.9,73.5,69.7,77.1,73.6,70.4,76.7,434000,420000,447000
adults,Only visit dental health care worker for problems,2012,Total,55.1,53.6,56.5,57.9,55.9,59.9,52.3,50.2,54.3,1784000,1736000,1832000
adults,Only visit dental health care worker for problems,2012,15-17,15.6,11.8,20.3,19.1,13,27.2,11.9,8.3,16.9,29000,22000,38000
adults,Only visit dental health care worker for problems,2012,18-24,62.5,58.3,66.5,62.1,56.5,67.3,62.9,57.8,67.7,275000,257000,293000
adults,Only visit dental health care worker for problems,2012,15-24,48.6,45.7,51.5,49.2,44.9,53.4,48,44.4,51.6,304000,286000,322000
adults,Only visit dental health care worker for problems,2012,25-34,67,63.9,70,68.4,63.7,72.7,65.7,61.3,69.9,365000,348000,381000
adults,Only visit dental health care worker for problems,2012,35-44,61.8,58.9,64.5,66.1,61.9,70,57.9,54.2,61.4,365000,348000,381000
adults,Only visit dental health care worker for problems,2012,45-54,54.1,51.3,56.9,56.3,52.4,60.1,52.1,47.9,56.2,324000,307000,341000
adults,Only visit dental health care worker for problems,2012,55-64,48.7,45.4,52,53.4,49.1,57.7,44,39.1,49,218000,203000,233000
adults,Only visit dental health care worker for problems,2012,65-74,47.9,43.7,52.1,53.1,46.6,59.4,42.3,37.3,47.6,129000,117000,140000
adults,Only visit dental health care worker for problems,2012,75+,48.5,43.6,53.4,57.1,49.6,64.3,41.2,34.8,48,80000,72000,88000
adults,Only visit dental health care worker for problems,2012,Maori,76.1,73.7,78.4,76.4,72.1,80.2,75.8,72.6,78.7,317000,306000,326000
adults,Only visit dental health care worker for problems,2012,Pacific,77.8,73.2,81.8,78.2,71,84,77.5,71.3,82.6,147000,138000,155000
adults,Only visit dental health care worker for problems,2012,Asian,63.1,59.3,66.8,67,61.8,71.7,59.1,52.9,64.9,236000,221000,249000
adults,Only visit dental health care worker for problems,2012,European/Other,49.5,47.6,51.4,52.8,50.4,55.2,46.3,43.9,48.8,1222000,1176000,1268000
adults,Only visit dental health care worker for problems,2012,Quintile 1,39.2,35.8,42.6,45.4,40.6,50.3,33,29,37.3,262000,240000,285000
adults,Only visit dental health care worker for problems,2012,Quintile 2,48.7,45,52.3,53.2,48.8,57.5,44,39.3,48.8,327000,302000,351000
adults,Only visit dental health care worker for problems,2012,Quintile 3,54.8,51.1,58.4,55.2,50.6,59.8,54.3,49.7,58.8,366000,341000,390000
adults,Only visit dental health care worker for problems,2012,Quintile 4,61.6,58.6,64.5,65.5,61.1,69.6,57.9,53.9,61.8,395000,375000,414000
adults,Only visit dental health care worker for problems,2012,Quintile 5,73.7,71.1,76,74.1,70.4,77.6,73.3,70,76.3,434000,420000,448000
adults,Only visit dental health care worker for problems,2013,Total,52.7,50.9,54.5,55.5,53.5,57.6,50,47.7,52.3,1767000,1707000,1826000
adults,Only visit dental health care worker for problems,2013,15-17,13.4,9.9,17.8,12.1,7.4,19.1,14.8,9.8,21.7,25000,19000,34000
adults,Only visit dental health care worker for problems,2013,18-24,60.2,55.4,64.8,60.9,54.7,66.9,59.4,52.8,65.7,268000,246000,288000
adults,Only visit dental health care worker for problems,2013,15-24,46.2,42.9,49.5,45.8,41.4,50.2,46.6,41.8,51.3,293000,272000,314000
adults,Only visit dental health care worker for problems,2013,25-34,65.1,61.7,68.4,68.2,63.7,72.4,62.2,58.1,66.2,366000,346000,384000
adults,Only visit dental health care worker for problems,2013,35-44,58.9,56.1,61.7,61.8,57.6,65.8,56.3,52.5,60,345000,328000,361000
adults,Only visit dental health care worker for problems,2013,45-54,54.7,51.4,57.9,61,56.3,65.6,48.7,44.1,53.3,333000,313000,352000
adults,Only visit dental health care worker for problems,2013,55-64,45.3,41.4,49.2,49.3,44.4,54.3,41.3,36,46.9,218000,199000,236000
adults,Only visit dental health care worker for problems,2013,65-74,42.6,38.7,46.5,47,41.4,52.7,38.1,33.3,43.3,126000,115000,138000
adults,Only visit dental health care worker for problems,2013,75+,46.9,40.5,53.4,44.9,36.4,53.6,48.5,41.3,55.8,86000,74000,98000
adults,Only visit dental health care worker for problems,2013,Maori,72.3,69.5,74.9,74.2,70.7,77.5,70.5,66.8,74.1,309000,297000,320000
adults,Only visit dental health care worker for problems,2013,Pacific,75.3,70.8,79.3,73.6,66.3,79.8,77,71.6,81.6,139000,130000,146000
adults,Only visit dental health care worker for problems,2013,Asian,64.6,60.7,68.3,61.9,56.2,67.3,67.2,61.5,72.4,265000,249000,280000
adults,Only visit dental health care worker for problems,2013,European/Other,46.5,44.3,48.7,50.4,47.9,53,42.8,40.2,45.4,1195000,1140000,1252000
adults,Only visit dental health care worker for problems,2013,Quintile 1,33.2,29.2,37.5,37.2,32,42.7,29.5,25.2,34.2,229000,202000,259000
adults,Only visit dental health care worker for problems,2013,Quintile 2,45.7,42.4,49.1,50.9,46.3,55.5,40.5,35.9,45.2,318000,295000,341000
adults,Only visit dental health care worker for problems,2013,Quintile 3,50,46.8,53.2,50.7,46.2,55.2,49.4,45,53.8,347000,325000,369000
adults,Only visit dental health care worker for problems,2013,Quintile 4,62.6,59.3,65.8,66.6,62.5,70.5,58.8,54.7,62.8,412000,390000,433000
adults,Only visit dental health care worker for problems,2013,Quintile 5,75,72.5,77.4,75.3,72.2,78,74.8,70.5,78.6,460000,445000,475000
adults,Only visit dental health care worker for problems,2014,Total,54.1,52.6,55.5,56.4,54.5,58.4,51.8,50,53.5,1832000,1782000,1881000
adults,Only visit dental health care worker for problems,2014,15-17,15.3,11.8,19.6,12.7,8.7,18.1,17.9,12,25.8,29000,23000,38000
adults,Only visit dental health care worker for problems,2014,18-24,61.9,57.7,66,62.7,56.2,68.8,61,55.2,66.6,284000,265000,302000
adults,Only visit dental health care worker for problems,2014,15-24,48.1,44.7,51.6,48.5,43.6,53.5,47.7,43.2,52.3,313000,291000,336000
adults,Only visit dental health care worker for problems,2014,25-34,66.8,63.9,69.6,67,61.9,71.8,66.6,63.1,70,392000,375000,408000
adults,Only visit dental health care worker for problems,2014,35-44,59,56.2,61.7,62,57.3,66.5,56.2,52.3,60.1,342000,326000,358000
adults,Only visit dental health care worker for problems,2014,45-54,54.1,51.4,56.8,56.8,52.6,61,51.5,47.3,55.6,328000,312000,345000
adults,Only visit dental health care worker for problems,2014,55-64,48.7,45.3,52.1,54.2,49,59.2,43.4,39.2,47.7,235000,219000,252000
adults,Only visit dental health care worker for problems,2014,65-74,44.3,40.5,48.3,46.8,41.6,52,42,36.3,47.9,136000,124000,148000
adults,Only visit dental health care worker for problems,2014,75+,48.7,43.8,53.6,55.5,46.9,63.9,42.9,34.2,52.1,84000,76000,93000
adults,Only visit dental health care worker for problems,2014,Maori,70.4,67.5,73.2,70.2,66.1,74,70.6,66.9,74,309000,296000,321000
adults,Only visit dental health care worker for problems,2014,Pacific,80,75.8,83.6,79.5,73,84.8,80.4,75,84.9,158000,150000,165000
adults,Only visit dental health care worker for problems,2014,Asian,67.2,63.9,70.3,67.2,60.6,73.2,67.1,62.3,71.7,284000,270000,297000
adults,Only visit dental health care worker for problems,2014,European/Other,47.8,46.1,49.5,50.9,48.5,53.2,44.8,42.6,46.9,1234000,1190000,1279000
adults,Only visit dental health care worker for problems,2014,Quintile 1,38.7,34.7,42.8,40.8,35.5,46.3,36.4,31,42.1,272000,244000,301000
adults,Only visit dental health care worker for problems,2014,Quintile 2,45.1,42.5,47.7,47.4,43.7,51.2,42.9,39.6,46.3,311000,294000,329000
adults,Only visit dental health care worker for problems,2014,Quintile 3,53.3,49.7,56.9,58,52.5,63.4,48.9,44.7,53,370000,345000,394000
adults,Only visit dental health care worker for problems,2014,Quintile 4,62.3,59.3,65.3,64.2,60.2,68,60.6,56.8,64.4,417000,396000,436000
adults,Only visit dental health care worker for problems,2014,Quintile 5,72.9,70.1,75.5,75.1,71.5,78.3,70.9,67.4,74.2,462000,444000,479000
adults,Only visit dental health care worker for problems,2015,Total,54.5,53,56.1,58.3,56.2,60.4,50.9,49.1,52.6,1910000,1856000,1965000
adults,Only visit dental health care worker for problems,2015,15-17,11.2,8.5,14.6,12.4,8.6,17.5,9.8,6.6,14.3,22000,17000,29000
adults,Only visit dental health care worker for problems,2015,18-24,60.8,56.4,65.1,62.9,56.4,69,58.6,52.5,64.4,284000,263000,303000
adults,Only visit dental health care worker for problems,2015,15-24,46,42.7,49.3,47.9,43.4,52.4,44,39.6,48.4,306000,284000,328000
adults,Only visit dental health care worker for problems,2015,25-34,68.5,65.5,71.4,71.9,67.9,75.6,65.1,61.1,69,427000,408000,445000
adults,Only visit dental health care worker for problems,2015,35-44,61.7,58.7,64.6,63.9,60.2,67.5,59.6,55.9,63.2,355000,338000,372000
adults,Only visit dental health care worker for problems,2015,45-54,55.8,52.9,58.6,60.3,56.4,64.1,51.5,47.7,55.3,343000,325000,361000
adults,Only visit dental health care worker for problems,2015,55-64,49.5,46.4,52.6,54.7,50.8,58.7,44.7,40.5,48.9,249000,233000,264000
adults,Only visit dental health care worker for problems,2015,65-74,43.5,40.3,46.8,49.7,44.5,54.8,37.4,33.7,41.3,143000,133000,154000
adults,Only visit dental health care worker for problems,2015,75+,45.2,40.6,49.8,53.3,46.1,60.3,38.5,32.9,44.3,87000,78000,96000
adults,Only visit dental health care worker for problems,2015,Maori,74.1,71.8,76.3,72.9,69.5,76.1,75.1,72.2,77.8,334000,324000,344000
adults,Only visit dental health care worker for problems,2015,Pacific,81.2,77.4,84.4,82.2,77.3,86.2,80.4,74.7,85,177000,168000,184000
adults,Only visit dental health care worker for problems,2015,Asian,69.2,66.3,71.9,72.1,67.2,76.5,66,61.4,70.3,304000,291000,315000
adults,Only visit dental health care worker for problems,2015,European/Other,47.9,46.1,49.7,52.5,50.1,54.9,43.4,41.5,45.4,1282000,1234000,1330000
adults,Only visit dental health care worker for problems,2015,Quintile 1,38.1,34.5,41.9,40.6,35.1,46.4,35.7,32.5,39,278000,252000,305000
adults,Only visit dental health care worker for problems,2015,Quintile 2,45.9,42,49.9,51,45.6,56.4,40.9,36.4,45.6,331000,303000,360000
adults,Only visit dental health care worker for problems,2015,Quintile 3,53.5,50.6,56.3,59,55.6,62.3,47.6,44.2,51.1,384000,364000,405000
adults,Only visit dental health care worker for problems,2015,Quintile 4,63.4,60.3,66.5,67.3,63.6,70.9,60.1,55.9,64.2,437000,415000,458000
adults,Only visit dental health care worker for problems,2015,Quintile 5,74.2,71.6,76.7,77.2,74.2,79.9,71.5,67.9,74.8,480000,463000,496000
adults,Only visit dental health care worker for problems,2016,Total,53.2,51.8,54.6,56.6,54.8,58.4,49.9,48.2,51.5,1904000,1854000,1955000
adults,Only visit dental health care worker for problems,2016,15-17,11,8.4,14.3,10.7,6.9,16.1,11.4,7.7,16.7,21000,16000,28000
adults,Only visit dental health care worker for problems,2016,18-24,57.8,53.9,61.6,58.3,52.9,63.6,57.2,51.8,62.5,276000,257000,294000
adults,Only visit dental health care worker for problems,2016,15-24,44.2,41.4,47.1,44.8,40.4,49.2,43.7,40.2,47.2,297000,278000,316000
adults,Only visit dental health care worker for problems,2016,25-34,67.3,64,70.3,70.1,65.4,74.3,64.5,60.7,68.1,445000,424000,465000
adults,Only visit dental health care worker for problems,2016,35-44,59.6,56.8,62.3,63,58.9,67,56.4,52.8,60,344000,328000,360000
adults,Only visit dental health care worker for problems,2016,45-54,56.1,53.1,59,60.5,55.6,65.2,52,48.4,55.6,348000,330000,366000
adults,Only visit dental health care worker for problems,2016,55-64,46.2,43.4,49,50.6,46.1,55,42,38.5,45.5,239000,224000,253000
adults,Only visit dental health care worker for problems,2016,65-74,42.7,39.2,46.2,48.5,43.4,53.6,37.2,32.4,42.3,141000,129000,152000
adults,Only visit dental health care worker for problems,2016,75+,44.5,40.1,49,51.8,45.6,57.9,38.1,31.9,44.8,90000,81000,1.00E+05
adults,Only visit dental health care worker for problems,2016,Maori,69.8,67.1,72.4,70.5,66.3,74.5,69.1,65.7,72.4,319000,307000,331000
adults,Only visit dental health care worker for problems,2016,Pacific,75.4,70.3,79.8,73.3,64.6,80.5,77.3,72,81.8,176000,164000,186000
adults,Only visit dental health care worker for problems,2016,Asian,67.6,64.1,70.9,70.2,65.5,74.6,64.7,60.1,68.9,322000,306000,338000
adults,Only visit dental health care worker for problems,2016,European/Other,46.7,44.9,48.4,50.8,48.5,53.1,42.7,40.7,44.6,1269000,1222000,1316000
adults,Only visit dental health care worker for problems,2016,Quintile 1,37.3,33.5,41.2,43.1,38.1,48.4,31.6,27.6,36,279000,251000,309000
adults,Only visit dental health care worker for problems,2016,Quintile 2,43.5,40.2,46.8,45.1,40.9,49.4,41.9,38.2,45.6,318000,294000,342000
adults,Only visit dental health care worker for problems,2016,Quintile 3,52.4,49.7,55.2,57.7,53.8,61.4,47.3,44.1,50.5,384000,364000,404000
adults,Only visit dental health care worker for problems,2016,Quintile 4,61.8,58.4,65.1,65.3,61.3,69,58.3,54,62.4,440000,416000,464000
adults,Only visit dental health care worker for problems,2016,Quintile 5,73.6,70.8,76.3,75.1,71.2,78.6,72.4,69.1,75.5,483000,465000,501000
adults,Dental health care worker visit,2011,Total,48.9,47.4,50.4,47,45.1,48.9,50.7,48.9,52.6,1574000,1526000,1621000
adults,Dental health care worker visit,2011,15-17,78,73.3,82.2,78,69.8,84.5,78,71,83.7,150000,141000,158000
